k,type,score,label
2,Kmeans,0.087996,0
2,Kmeans,0.106624,0
2,Kmeans,0.093872,0
2,Kmeans,0.037132,1
2,Kmeans,0.124069,0
2,Kmeans,0.096904,0
2,Kmeans,0.040888,1
2,Kmeans,0.195031,0
2,Kmeans,0.055439,1
2,Kmeans,0.02419,1
2,Kmeans,0.010432,1
2,Kmeans,0.034191,1
2,Kmeans,0.134357,0
2,Kmeans,0.124423,0
2,Kmeans,0.040214,1
2,Kmeans,0.069899,1
2,Kmeans,0.017736,1
2,Kmeans,0.034497,1
2,Kmeans,0.112707,0
2,Kmeans,0.029938,1
2,Kmeans,0.038384,1
2,Kmeans,0.067287,1
2,Kmeans,0.109028,0
2,Kmeans,0.11206,0
2,Kmeans,0.042262,1
2,Kmeans,0.012019,1
2,Kmeans,0.020688,1
2,Kmeans,0.036901,1
2,Kmeans,0.151093,0
2,Kmeans,0.113097,0
2,Kmeans,0.098804,0
2,Kmeans,0.045342,1
2,Kmeans,0.107155,0
2,Kmeans,0.037265,1
2,Kmeans,0.019672,1
2,Kmeans,0.030133,1
2,Kmeans,0.190408,0
2,Kmeans,0.107491,0
2,Kmeans,0.086898,0
2,Kmeans,0.123233,0
2,Kmeans,0.017671,1
2,Kmeans,0.037014,1
2,Kmeans,0.20983,0
2,Kmeans,0.007238,1
2,Kmeans,0.019614,1
2,Kmeans,0.040117,1
2,Kmeans,0.026831,1
2,Kmeans,0.019303,1
2,Kmeans,0.065568,0
2,Kmeans,0.083327,0
2,Kmeans,0.022938,1
2,Kmeans,0.054451,1
2,Kmeans,0.01785,1
2,Kmeans,0.126108,0
2,Kmeans,0.037,1
2,Kmeans,0.043789,1
2,Kmeans,0.070175,1
2,Kmeans,0.183956,0
2,Kmeans,0.034317,1
2,Kmeans,0.100821,0
2,Kmeans,0.037633,1
2,Kmeans,0.122231,0
2,Kmeans,0.094794,0
2,Kmeans,0.055138,1
2,Kmeans,0.05417,1
2,Kmeans,0.118605,0
2,Kmeans,0.03855,1
2,Kmeans,0.028772,1
2,Kmeans,0.087039,0
2,Kmeans,0.030841,1
2,Kmeans,0.042188,1
2,Kmeans,-0.005407,1
2,Kmeans,0.058646,0
2,Kmeans,0.026936,1
2,Kmeans,0.011828,1
2,Kmeans,0.122732,0
2,Kmeans,0.008703,1
2,Kmeans,-0.004639,1
2,Kmeans,0.103271,0
2,Kmeans,0.113612,0
2,Kmeans,0.036441,1
2,Kmeans,0.102336,0
2,Kmeans,0.022787,1
2,Kmeans,0.061857,1
2,Kmeans,0.040235,1
2,Kmeans,0.032482,1
2,Kmeans,0.057781,0
2,Kmeans,0.105967,0
2,Kmeans,0.111499,0
2,Kmeans,0.094251,0
2,Kmeans,0.031155,1
2,Kmeans,0.034067,1
2,Kmeans,0.005521,1
2,Kmeans,0.047845,1
2,Kmeans,0.031295,1
2,Kmeans,0.027606,1
2,Kmeans,0.170484,0
2,Kmeans,0.104581,0
2,Kmeans,0.058445,1
2,Kmeans,0.051151,1
2,Kmeans,0.033952,1
2,Kmeans,0.045207,1
2,Kmeans,0.033361,1
2,Kmeans,0.061968,1
2,Kmeans,0.035159,1
2,Kmeans,0.0977,0
2,Kmeans,0.014043,1
2,Kmeans,0.040966,1
2,Kmeans,0.107152,0
2,Kmeans,0.103037,0
2,Kmeans,0.118682,0
2,Kmeans,0.027305,1
2,Kmeans,0.020676,1
2,Kmeans,0.051107,1
2,Kmeans,0.103427,0
2,Kmeans,0.027406,1
2,Kmeans,0.104614,0
2,Kmeans,0.019468,1
2,Kmeans,0.058425,0
2,Kmeans,0.017998,1
2,Kmeans,0.056053,1
2,Kmeans,0.114591,0
2,Kmeans,0.005366,1
2,Kmeans,0.182982,0
2,Kmeans,0.102122,0
2,Kmeans,0.081455,0
2,Kmeans,0.022965,1
2,Kmeans,0.016491,1
2,Kmeans,0.038801,1
2,Kmeans,0.102822,0
2,Kmeans,0.025625,1
2,Kmeans,0.081242,0
2,Kmeans,0.032223,1
2,Kmeans,0.125717,0
2,Kmeans,0.025892,1
2,Kmeans,0.021001,1
2,Kmeans,0.045288,1
2,Kmeans,0.123256,0
2,Kmeans,0.12293,0
2,Kmeans,0.051787,1
2,Kmeans,0.041193,1
2,Kmeans,0.035289,1
2,Kmeans,0.05338,1
2,Kmeans,0.06614,0
2,Kmeans,0.015639,1
2,Kmeans,0.188945,0
2,Kmeans,0.035919,1
2,Kmeans,0.01794,1
2,Kmeans,0.032137,1
2,Kmeans,0.028943,1
2,Kmeans,0.050232,1
2,Kmeans,0.119407,0
2,Kmeans,0.18413,0
2,Kmeans,0.023954,1
2,Kmeans,0.034772,1
2,Kmeans,0.005505,1
2,Kmeans,0.064212,1
2,Kmeans,0.12968,0
2,Kmeans,0.113857,0
2,Kmeans,0.015779,1
2,Kmeans,0.073926,0
2,Kmeans,0.129393,0
2,Kmeans,0.031217,1
2,Kmeans,0.020983,1
2,Kmeans,0.015444,1
2,Kmeans,0.118933,0
2,Kmeans,0.030928,1
2,Kmeans,0.012001,1
2,Kmeans,0.031679,1
2,Kmeans,0.049373,1
2,Kmeans,0.033682,1
2,Kmeans,0.034492,1
2,Kmeans,0.004895,1
2,Kmeans,0.044632,1
2,Kmeans,0.050157,1
2,Kmeans,0.028635,1
2,Kmeans,0.110163,0
2,Kmeans,-0.000751,1
2,Kmeans,0.11282,0
2,Kmeans,0.092032,0
2,Kmeans,0.000125,1
2,Kmeans,0.01873,1
2,Kmeans,0.029827,1
2,Kmeans,0.025252,1
2,Kmeans,0.059306,1
2,Kmeans,0.047877,1
2,Kmeans,-0.006974,1
2,Kmeans,0.096042,0
2,Kmeans,0.020788,1
2,Kmeans,0.10242,0
2,Kmeans,0.012406,1
2,Kmeans,0.030003,1
2,Kmeans,0.043633,1
2,Kmeans,0.017629,1
2,Kmeans,0.021329,1
2,Kmeans,0.007719,1
2,Kmeans,0.108439,0
2,Kmeans,0.030422,1
2,Kmeans,0.020778,1
2,Kmeans,0.010903,1
2,Kmeans,0.021805,1
2,Kmeans,0.049121,0
2,Kmeans,0.021552,1
2,Kmeans,0.055614,1
2,Kmeans,0.023446,1
2,Kmeans,0.100446,0
2,Kmeans,0.063517,1
2,Kmeans,0.067873,0
2,Kmeans,0.065292,0
2,Kmeans,0.035935,1
2,Kmeans,0.00838,1
2,Kmeans,0.116581,0
2,Kmeans,0.018509,1
2,Kmeans,0.041703,1
2,Kmeans,0.041003,0
2,Kmeans,0.035637,1
2,Kmeans,0.033006,1
2,Kmeans,0.037465,1
2,Kmeans,0.028964,1
2,Kmeans,0.059958,1
2,Kmeans,0.038904,1
2,Kmeans,0.097227,0
2,Kmeans,0.116762,0
2,Kmeans,0.029942,1
2,Kmeans,0.018103,1
2,Kmeans,0.134717,0
2,Kmeans,0.188811,0
2,Kmeans,0.012172,1
2,Kmeans,0.063538,0
2,Kmeans,0.097941,0
2,Kmeans,0.097846,0
2,Kmeans,0.104231,0
2,Kmeans,0.039116,1
2,Kmeans,0.07393,0
2,Kmeans,0.053008,1
2,Kmeans,0.043913,1
2,Kmeans,0.039023,1
2,Kmeans,0.021736,1
2,Kmeans,0.028765,1
2,Kmeans,0.032082,1
2,Kmeans,0.104882,0
2,Kmeans,0.083992,0
2,Kmeans,0.019917,1
2,Kmeans,0.058498,1
2,Kmeans,0.023555,1
2,Kmeans,0.039222,1
2,Kmeans,0.083704,0
2,Kmeans,0.086396,0
2,Kmeans,0.096079,0
2,Kmeans,0.135004,0
2,Kmeans,0.05155,0
2,Kmeans,0.068137,0
2,Kmeans,0.016484,1
2,Kmeans,0.025334,1
2,Kmeans,0.119071,0
2,Kmeans,0.015994,1
2,Kmeans,0.09023,0
2,Kmeans,0.038026,1
2,Kmeans,0.03758,1
2,Kmeans,0.027962,1
2,Kmeans,0.017271,1
2,Kmeans,0.044044,1
2,Kmeans,0.071747,1
2,Kmeans,0.019453,1
2,Kmeans,0.030169,1
2,Kmeans,0.069635,1
2,Kmeans,0.038402,1
2,Kmeans,0.022119,1
2,Kmeans,0.16413,0
2,Kmeans,0.021916,1
2,Kmeans,0.100532,0
2,Kmeans,0.081785,0
2,Kmeans,0.021656,1
2,Kmeans,0.10411,0
2,Kmeans,0.042682,1
2,Kmeans,0.023186,1
2,Kmeans,0.013538,1
2,Kmeans,0.11228,0
2,Kmeans,0.01921,1
2,Kmeans,0.049637,1
2,Kmeans,0.038543,1
2,Kmeans,0.058827,1
2,Kmeans,0.097622,0
2,Kmeans,0.038444,1
2,Kmeans,0.116793,0
2,Kmeans,0.017752,1
2,Kmeans,0.013639,1
2,Kmeans,0.058086,0
2,Kmeans,0.114014,0
2,Kmeans,0.108569,0
2,Kmeans,-0.002212,1
2,Kmeans,0.016328,1
2,Kmeans,0.015973,1
2,Kmeans,0.004446,1
2,Kmeans,0.036511,1
2,Kmeans,0.060445,1
2,Kmeans,0.017628,1
2,Kmeans,0.021624,1
2,Kmeans,0.046754,1
2,Kmeans,0.041437,1
2,Kmeans,0.081134,0
2,Kmeans,0.041683,1
2,Kmeans,0.031574,1
2,Kmeans,0.061972,0
2,Kmeans,0.103664,0
2,Kmeans,0.004556,1
2,Kmeans,0.106793,0
2,Kmeans,0.030779,1
2,Kmeans,0.117593,0
2,Kmeans,0.046879,1
2,Kmeans,0.138055,0
2,Kmeans,0.120595,0
2,Kmeans,0.02223,1
2,Kmeans,0.028824,1
2,Kmeans,0.085059,0
2,Kmeans,0.095246,0
2,Kmeans,0.03375,1
2,Kmeans,0.051287,1
2,Kmeans,0.066473,0
2,Kmeans,0.016509,1
2,Kmeans,0.112808,0
2,Kmeans,0.036363,1
2,Kmeans,0.1166,0
2,Kmeans,0.0205,1
2,Kmeans,0.062504,0
2,Kmeans,0.032022,1
2,Kmeans,0.046891,1
2,Kmeans,0.09779,0
2,Kmeans,0.104774,0
2,Kmeans,0.031981,1
2,Kmeans,0.128704,0
2,Kmeans,0.064338,0
2,Kmeans,0.182586,0
2,Kmeans,0.024684,1
2,Kmeans,0.009157,1
2,Kmeans,0.040663,1
2,Kmeans,0.031996,1
2,Kmeans,0.122736,0
2,Kmeans,0.031781,1
2,Kmeans,0.069931,0
2,Kmeans,0.036637,1
2,Kmeans,0.02849,1
2,Kmeans,0.101968,0
2,Kmeans,0.022492,1
2,Kmeans,0.050801,1
2,Kmeans,0.085055,0
2,Kmeans,0.093747,0
2,Kmeans,-0.006573,1
2,Kmeans,0.03884,1
2,Kmeans,0.096203,0
2,Kmeans,-0.001394,1
2,Kmeans,0.091258,0
2,Kmeans,0.081745,0
2,Kmeans,0.017589,1
2,Kmeans,0.012788,1
2,Kmeans,0.035137,1
2,Kmeans,0.079537,0
2,Kmeans,0.05977,1
2,Kmeans,0.088219,0
2,Kmeans,0.062809,1
2,Kmeans,0.059377,1
2,Kmeans,0.013577,1
2,Kmeans,0.023218,1
2,Kmeans,0.117844,0
2,Kmeans,0.030314,1
2,Kmeans,0.12802,0
2,Kmeans,0.112787,0
2,Kmeans,0.050918,1
2,Kmeans,0.021211,1
2,Kmeans,0.09223,0
2,Kmeans,0.105222,0
2,Kmeans,0.191586,0
2,Kmeans,0.023476,1
2,Kmeans,0.015426,1
2,Kmeans,0.181567,0
2,Kmeans,0.113069,0
2,Kmeans,0.120381,0
2,Kmeans,0.036414,1
2,Kmeans,0.020361,1
2,Kmeans,0.02519,1
2,Kmeans,0.021445,1
2,Kmeans,0.022772,1
2,Kmeans,0.054031,1
2,Kmeans,0.041771,1
2,Kmeans,0.026623,1
2,Kmeans,0.178395,0
2,Kmeans,0.052684,1
2,Kmeans,0.028469,1
2,Kmeans,0.08469,0
2,Kmeans,0.10011,0
2,Kmeans,0.032752,1
2,Kmeans,0.013218,1
2,Kmeans,0.113702,0
2,Kmeans,0.034473,1
2,Kmeans,0.110684,0
2,Kmeans,0.029101,1
2,Kmeans,0.025271,1
2,Kmeans,0.017554,1
2,Kmeans,0.031139,1
2,Kmeans,0.113341,0
2,Kmeans,0.099924,0
2,Kmeans,-0.006807,1
2,Kmeans,0.0491,0
2,Kmeans,0.032652,1
2,Kmeans,0.039069,1
2,Kmeans,0.055887,1
2,Kmeans,0.021535,1
2,Kmeans,0.065499,1
2,Kmeans,0.07808,0
2,Kmeans,0.095163,0
2,Kmeans,0.116835,0
2,Kmeans,0.014584,1
2,Kmeans,0.06397,0
2,Kmeans,0.068388,0
2,Kmeans,0.034142,1
2,Kmeans,0.014225,1
2,Kmeans,0.03926,1
2,Kmeans,0.011405,1
2,Kmeans,0.003064,1
2,Kmeans,0.014469,1
2,Kmeans,0.024118,1
2,Kmeans,0.105376,0
2,Kmeans,0.028234,1
2,Kmeans,0.03887,1
2,Kmeans,0.038081,1
2,Kmeans,0.037046,1
2,Kmeans,0.021231,1
2,Kmeans,0.113061,0
2,Kmeans,0.066545,0
2,Kmeans,0.04119,1
2,Kmeans,0.101467,0
2,Kmeans,0.041113,1
2,Kmeans,0.073325,0
2,Kmeans,0.086406,0
2,Kmeans,0.038097,1
2,Kmeans,0.052851,1
2,Kmeans,0.106174,0
2,Kmeans,0.05038,1
2,Kmeans,0.131139,0
2,Kmeans,0.055604,1
2,Kmeans,0.083895,0
2,Kmeans,0.118119,0
2,Kmeans,0.061558,1
2,Kmeans,0.077249,0
2,Kmeans,0.037788,1
2,Kmeans,0.081965,0
2,Kmeans,0.031756,1
2,Kmeans,0.088156,0
2,Kmeans,0.054454,1
2,Kmeans,0.036847,1
2,Kmeans,0.006841,1
2,Kmeans,0.135513,0
2,Kmeans,0.017229,1
2,Kmeans,0.116874,0
2,Kmeans,0.085698,0
2,Kmeans,0.016474,1
2,Kmeans,0.033499,1
2,Kmeans,0.026019,1
2,Kmeans,0.136263,0
2,Kmeans,0.035405,1
2,Kmeans,0.022358,1
2,Kmeans,0.03382,1
2,Kmeans,0.042839,1
2,Kmeans,0.039435,1
2,Kmeans,0.021358,1
2,Kmeans,0.11396,0
2,Kmeans,0.011072,1
2,Kmeans,0.100746,0
2,Kmeans,0.099822,0
2,Kmeans,0.047093,1
2,Kmeans,0.131586,0
2,Kmeans,0.007676,1
2,Kmeans,0.082157,0
2,Kmeans,0.058829,1
2,Kmeans,0.117055,0
2,Kmeans,-0.003819,1
2,Kmeans,0.039392,1
2,Kmeans,0.047066,1
2,Kmeans,0.097005,0
2,Kmeans,0.038293,1
2,Kmeans,0.121133,0
2,Kmeans,0.075818,0
2,Kmeans,0.088206,0
2,Kmeans,0.057477,1
2,Kmeans,0.130435,0
2,Kmeans,0.034901,1
2,Kmeans,0.085786,0
2,Kmeans,0.041946,1
2,Kmeans,0.07847,0
2,Kmeans,0.086105,0
2,Kmeans,0.143569,0
2,Kmeans,0.092866,0
2,Kmeans,0.012304,1
2,Kmeans,0.089458,0
2,Kmeans,0.105447,0
2,Kmeans,0.094748,0
2,Kmeans,0.039814,1
2,Kmeans,0.178916,0
2,Kmeans,0.040783,1
2,Kmeans,0.026563,1
2,Kmeans,0.087572,0
2,Kmeans,0.126879,0
2,Kmeans,0.09807,0
2,Kmeans,0.034682,1
2,Kmeans,0.031042,1
2,Kmeans,0.043195,1
2,Kmeans,0.023078,1
2,Kmeans,0.048293,1
2,Kmeans,0.111555,0
2,Kmeans,0.124773,0
2,Kmeans,0.050604,1
2,Kmeans,0.097958,0
2,Kmeans,0.005563,1
2,Kmeans,0.117067,0
2,Kmeans,0.015531,1
2,Kmeans,0.032566,1
2,Kmeans,0.109237,0
2,Kmeans,0.03811,1
2,Kmeans,0.07675,0
2,Kmeans,0.012863,1
2,Kmeans,0.008681,1
2,Kmeans,0.021531,1
2,Kmeans,0.111313,0
2,Kmeans,0.109589,0
2,Kmeans,0.105192,0
2,Kmeans,0.046951,1
2,Kmeans,0.056858,1
2,Kmeans,0.031781,1
2,Kmeans,0.064501,0
2,Kmeans,0.053835,1
2,Kmeans,0.049687,1
2,Kmeans,0.022257,1
2,Kmeans,0.111358,0
2,Kmeans,0.00435,1
2,Kmeans,0.019619,1
2,Kmeans,0.104592,0
2,Kmeans,0.018873,1
2,Kmeans,0.123581,0
2,Kmeans,0.01343,1
2,Kmeans,0.105631,0
2,Kmeans,0.102932,0
2,Kmeans,0.054025,1
2,Kmeans,0.081904,0
2,Kmeans,0.125666,0
2,Kmeans,0.019377,1
2,Kmeans,0.055554,1
2,Kmeans,0.136019,0
2,Kmeans,0.121032,0
2,Kmeans,0.052929,1
2,Kmeans,0.097644,0
2,Kmeans,0.047826,1
2,Kmeans,0.037447,1
2,Kmeans,0.021372,1
2,Kmeans,0.066487,0
2,Kmeans,0.047568,1
2,Kmeans,0.065377,1
2,Kmeans,0.103736,0
2,Kmeans,0.029965,1
2,Kmeans,0.036026,1
2,Kmeans,0.057659,1
2,Kmeans,0.061405,1
2,Kmeans,0.101461,0
2,Kmeans,0.125772,0
2,Kmeans,0.015581,1
2,Kmeans,0.021165,1
2,Kmeans,0.040393,1
2,Kmeans,0.040875,1
2,Kmeans,0.033385,1
2,Kmeans,0.046141,1
2,Kmeans,0.11987,0
2,Kmeans,0.09907,0
2,Kmeans,0.110798,0
2,Kmeans,0.029554,1
2,Kmeans,0.037006,1
2,Kmeans,0.021963,1
2,Kmeans,0.082614,0
2,Kmeans,0.026252,1
2,Kmeans,0.020097,1
2,Kmeans,0.017595,1
2,Kmeans,0.098715,0
2,Kmeans,0.019476,1
2,Kmeans,0.025035,1
2,Kmeans,0.008635,1
2,Kmeans,0.195671,0
2,Kmeans,0.005506,1
2,Kmeans,0.071151,0
2,Kmeans,0.096284,0
2,Kmeans,0.015665,1
2,Kmeans,0.025142,1
2,Kmeans,0.051268,1
2,Kmeans,0.089639,0
2,Kmeans,0.023548,1
2,Kmeans,0.032189,1
2,Kmeans,0.015195,1
2,Kmeans,0.083579,0
2,Kmeans,0.017661,1
2,Kmeans,0.027086,1
2,Kmeans,0.036399,1
2,Kmeans,0.172407,0
2,Kmeans,0.129754,0
2,Kmeans,0.171128,0
2,Kmeans,0.064927,1
2,Kmeans,0.00616,1
2,Kmeans,0.122121,0
2,Kmeans,0.108043,0
2,Kmeans,0.100875,0
2,Kmeans,0.051986,1
2,Kmeans,0.073539,0
2,Kmeans,0.060034,1
2,Kmeans,0.111745,0
2,Kmeans,0.126733,0
2,Kmeans,0.01554,1
2,Kmeans,0.052813,1
2,Kmeans,0.058707,0
2,Kmeans,0.042049,1
2,Kmeans,0.103967,0
2,Kmeans,0.119896,0
2,Kmeans,0.023093,1
2,Kmeans,0.116584,0
2,Kmeans,0.022922,1
2,Kmeans,0.042126,1
2,Kmeans,0.033814,1
2,Kmeans,-0.005473,1
2,Kmeans,0.03976,1
2,Kmeans,0.030587,1
2,Kmeans,0.01175,1
2,Kmeans,0.036783,1
2,Kmeans,0.078042,0
2,Kmeans,0.010146,1
2,Kmeans,0.010943,1
2,Kmeans,0.038895,1
2,Kmeans,0.018511,1
2,Kmeans,0.007669,1
2,Kmeans,-0.005669,1
2,Kmeans,0.104149,0
2,Kmeans,0.023775,1
2,Kmeans,0.02772,1
2,Kmeans,0.024729,1
2,Kmeans,0.122314,0
2,Kmeans,0.014297,1
2,Kmeans,0.057864,1
2,Kmeans,0.070465,0
2,Kmeans,0.02904,1
2,Kmeans,0.004393,1
2,Kmeans,0.10003,0
2,Kmeans,0.108262,0
2,Kmeans,0.02068,1
2,Kmeans,0.024474,1
2,Kmeans,0.04669,1
2,Kmeans,0.050861,1
2,Kmeans,0.095591,0
2,Kmeans,0.093393,0
2,Kmeans,0.017343,1
2,Kmeans,0.01017,1
2,Kmeans,0.039588,1
2,Kmeans,0.121026,0
2,Kmeans,0.05426,1
2,Kmeans,0.031778,1
2,Kmeans,0.102465,0
2,Kmeans,0.058038,0
2,Kmeans,0.02906,1
2,Kmeans,0.031644,1
2,Kmeans,0.051291,1
2,Kmeans,0.171152,0
2,Kmeans,0.029427,1
2,Kmeans,0.047617,1
2,Kmeans,0.011711,1
2,Kmeans,0.014047,1
