k,type,score,label
2,Kmeans,0.400613,0
2,Kmeans,0.481473,0
2,Kmeans,0.779869,1
2,Kmeans,0.795338,1
2,Kmeans,0.823253,1
2,Kmeans,0.795838,1
2,Kmeans,0.262628,0
2,Kmeans,0.617867,1
2,Kmeans,0.789717,1
2,Kmeans,0.302235,0
2,Kmeans,0.804457,1
2,Kmeans,0.812011,1
2,Kmeans,0.351598,0
2,Kmeans,0.556378,1
2,Kmeans,0.816018,1
2,Kmeans,0.67361,1
2,Kmeans,0.284653,0
2,Kmeans,0.341062,0
2,Kmeans,0.192208,0
2,Kmeans,0.789012,1
2,Kmeans,0.779107,1
2,Kmeans,-0.103527,0
2,Kmeans,0.832684,1
2,Kmeans,0.265226,0
2,Kmeans,0.169263,0
2,Kmeans,0.820832,1
2,Kmeans,0.800322,1
2,Kmeans,0.664876,1
2,Kmeans,0.800322,1
2,Kmeans,0.757477,1
2,Kmeans,0.823253,1
2,Kmeans,0.205671,1
2,Kmeans,0.83259,1
2,Kmeans,0.39971,0
2,Kmeans,0.756347,1
2,Kmeans,0.410939,0
2,Kmeans,0.832684,1
2,Kmeans,0.803286,1
2,Kmeans,0.795929,1
2,Kmeans,0.422056,0
2,Kmeans,0.312474,0
2,Kmeans,0.818939,1
2,Kmeans,0.81948,1
2,Kmeans,0.279452,0
2,Kmeans,0.782285,1
2,Kmeans,0.792331,1
2,Kmeans,0.812011,1
2,Kmeans,0.825536,1
2,Kmeans,0.845348,1
2,Kmeans,0.779878,1
2,Kmeans,0.823253,1
2,Kmeans,0.808758,1
2,Kmeans,0.829935,1
2,Kmeans,0.305936,0
2,Kmeans,0.790715,1
2,Kmeans,0.838549,1
2,Kmeans,0.542588,1
2,Kmeans,0.30562,0
2,Kmeans,0.754841,1
2,Kmeans,0.556139,1
2,Kmeans,0.816504,1
2,Kmeans,0.776343,1
2,Kmeans,0.781503,1
2,Kmeans,0.802542,1
2,Kmeans,0.440314,0
2,Kmeans,0.719191,1
2,Kmeans,0.808149,1
2,Kmeans,0.166034,0
2,Kmeans,-0.092705,0
2,Kmeans,0.367622,0
2,Kmeans,0.30309,0
2,Kmeans,-0.09095,0
2,Kmeans,0.654501,1
2,Kmeans,0.809386,1
2,Kmeans,0.317881,0
2,Kmeans,0.845348,1
2,Kmeans,0.784522,1
2,Kmeans,0.816504,1
2,Kmeans,0.059891,0
2,Kmeans,0.816504,1
2,Kmeans,0.814313,1
2,Kmeans,0.393274,0
2,Kmeans,0.428636,0
2,Kmeans,0.334952,0
2,Kmeans,0.820102,1
2,Kmeans,0.261137,0
2,Kmeans,0.845348,1
2,Kmeans,0.441605,0
2,Kmeans,0.804177,1
2,Kmeans,0.473615,0
2,Kmeans,0.785687,1
2,Kmeans,0.396605,0
2,Kmeans,0.762201,1
2,Kmeans,0.438306,0
2,Kmeans,0.81992,1
2,Kmeans,0.795929,1
2,Kmeans,0.790364,1
2,Kmeans,0.409803,0
2,Kmeans,0.832684,1
2,Kmeans,0.831359,1
2,Kmeans,0.767862,1
2,Kmeans,0.821,1
2,Kmeans,0.366659,1
2,Kmeans,0.654414,1
2,Kmeans,0.356012,0
2,Kmeans,0.10874,0
2,Kmeans,0.807458,1
2,Kmeans,0.244104,1
2,Kmeans,0.730102,1
2,Kmeans,0.812668,1
2,Kmeans,0.321141,0
2,Kmeans,0.816504,1
2,Kmeans,0.788639,1
2,Kmeans,0.819959,1
2,Kmeans,-0.096045,0
2,Kmeans,0.723782,1
2,Kmeans,0.653536,1
2,Kmeans,0.812011,1
2,Kmeans,0.831359,1
2,Kmeans,0.265961,0
2,Kmeans,0.821673,1
2,Kmeans,0.726239,1
2,Kmeans,0.821161,1
2,Kmeans,0.781656,1
2,Kmeans,0.822101,1
2,Kmeans,0.816504,1
2,Kmeans,0.829935,1
2,Kmeans,0.832584,1
2,Kmeans,0.791747,1
2,Kmeans,0.335476,1
2,Kmeans,0.133354,0
2,Kmeans,0.797427,1
2,Kmeans,0.785687,1
2,Kmeans,0.217053,0
2,Kmeans,0.40325,1
2,Kmeans,0.229463,1
2,Kmeans,0.832903,1
2,Kmeans,0.781656,1
2,Kmeans,0.819959,1
2,Kmeans,0.156022,0
2,Kmeans,0.811814,1
2,Kmeans,0.805071,1
2,Kmeans,0.754223,1
2,Kmeans,0.838549,1
2,Kmeans,0.829935,1
2,Kmeans,0.800322,1
2,Kmeans,0.420589,0
2,Kmeans,0.758097,1
2,Kmeans,-0.018445,0
2,Kmeans,0.357658,0
2,Kmeans,0.389419,0
2,Kmeans,0.441651,0
2,Kmeans,0.831359,1
2,Kmeans,0.150195,0
2,Kmeans,0.456194,0
2,Kmeans,0.779869,1
2,Kmeans,0.390631,0
2,Kmeans,0.806854,1
2,Kmeans,0.358417,0
2,Kmeans,0.831359,1
2,Kmeans,0.071318,0
2,Kmeans,0.456772,0
2,Kmeans,0.08071,0
2,Kmeans,0.435526,1
2,Kmeans,0.807239,1
2,Kmeans,0.818939,1
2,Kmeans,0.80199,1
2,Kmeans,0.803286,1
2,Kmeans,0.310925,1
2,Kmeans,0.825536,1
2,Kmeans,0.758504,1
2,Kmeans,0.379998,0
2,Kmeans,-0.104089,0
2,Kmeans,-0.067293,0
2,Kmeans,0.477583,1
2,Kmeans,0.459882,0
2,Kmeans,0.823253,1
2,Kmeans,0.831359,1
2,Kmeans,0.450425,0
2,Kmeans,0.788133,1
2,Kmeans,0.751717,1
2,Kmeans,0.810229,1
2,Kmeans,0.83259,1
2,Kmeans,0.803303,1
2,Kmeans,0.818939,1
2,Kmeans,0.838549,1
2,Kmeans,0.800322,1
2,Kmeans,0.762902,1
2,Kmeans,0.818939,1
2,Kmeans,0.226335,0
2,Kmeans,0.451849,0
2,Kmeans,0.325107,0
2,Kmeans,-0.033502,0
2,Kmeans,-0.066333,0
2,Kmeans,0.818939,1
2,Kmeans,0.762201,1
2,Kmeans,0.845348,1
2,Kmeans,0.29195,1
2,Kmeans,0.811026,1
2,Kmeans,0.720528,1
2,Kmeans,0.832684,1
2,Kmeans,0.802822,1
2,Kmeans,0.714893,1
2,Kmeans,0.829935,1
2,Kmeans,0.82333,1
2,Kmeans,0.812668,1
2,Kmeans,0.83259,1
2,Kmeans,0.829935,1
2,Kmeans,0.782469,1
2,Kmeans,0.018385,0
2,Kmeans,0.838549,1
2,Kmeans,0.436985,0
2,Kmeans,0.238066,0
2,Kmeans,0.814266,1
2,Kmeans,0.755764,1
2,Kmeans,0.776343,1
2,Kmeans,0.793596,1
2,Kmeans,0.80199,1
2,Kmeans,0.845348,1
2,Kmeans,0.28593,0
2,Kmeans,0.472358,0
2,Kmeans,0.754596,1
2,Kmeans,0.832684,1
2,Kmeans,0.726555,1
2,Kmeans,0.713901,1
2,Kmeans,0.821673,1
2,Kmeans,0.370317,0
2,Kmeans,0.83259,1
2,Kmeans,0.719191,1
2,Kmeans,0.845348,1
2,Kmeans,0.293925,1
2,Kmeans,0.508785,1
2,Kmeans,0.845348,1
2,Kmeans,0.807458,1
2,Kmeans,0.162279,0
2,GMM,0.809087,1
2,GMM,0.826082,1
2,GMM,0.138432,0
2,GMM,0.342882,0
2,GMM,0.20678,0
2,GMM,0.823281,1
2,GMM,0.166029,0
2,GMM,0.31912,0
2,GMM,0.832931,1
2,GMM,0.829704,1
2,GMM,0.833004,1
2,GMM,0.857743,1
2,GMM,0.358404,0
2,GMM,0.240862,0
2,GMM,0.165888,0
2,GMM,0.834169,1
2,GMM,0.7599,1
2,GMM,0.309742,0
2,GMM,0.819096,1
2,GMM,0.128768,0
2,GMM,0.789584,1
2,GMM,-0.65385,0
2,GMM,0.284173,0
2,GMM,0.795984,1
2,GMM,0.32144,0
2,GMM,0.829887,1
2,GMM,-0.405963,0
2,GMM,0.780606,1
2,GMM,0.809087,1
2,GMM,0.780606,1
2,GMM,0.847858,1
2,GMM,0.865878,1
2,GMM,-0.374354,0
2,GMM,0.796392,1
2,GMM,0.068262,0
2,GMM,0.684668,1
2,GMM,0.791215,1
2,GMM,-0.041111,0
2,GMM,0.823281,1
2,GMM,0.790225,1
2,GMM,-0.701888,0
2,GMM,0.000173,0
2,GMM,0.842141,1
2,GMM,0.831897,1
2,GMM,-0.141141,0
2,GMM,-0.045592,0
2,GMM,0.328872,0
2,GMM,-0.556135,0
2,GMM,0.823281,1
2,GMM,0.10062,0
2,GMM,0.824936,1
2,GMM,0.795089,1
2,GMM,0.829887,1
2,GMM,-0.097204,0
2,GMM,0.213205,0
2,GMM,-0.489174,0
2,GMM,0.823281,1
2,GMM,-0.669364,0
2,GMM,0.288217,0
2,GMM,0.201073,0
2,GMM,0.865878,1
2,GMM,0.823281,1
2,GMM,0.650064,1
2,GMM,0.797071,1
2,GMM,0.848161,1
2,GMM,0.352421,0
2,GMM,0.697451,1
2,GMM,0.733183,1
2,GMM,0.316521,0
2,GMM,0.741873,1
2,GMM,0.136859,0
2,GMM,0.848161,1
2,GMM,0.278918,0
2,GMM,0.013326,0
2,GMM,0.101635,0
2,GMM,0.79233,1
2,GMM,0.318403,0
2,GMM,0.784669,1
2,GMM,0.845658,1
2,GMM,0.155269,0
2,GMM,0.178722,0
2,GMM,0.684464,1
2,GMM,0.281936,0
2,GMM,0.838257,1
2,GMM,0.865878,1
2,GMM,0.39248,0
2,GMM,0.809543,1
2,GMM,0.756301,1
2,GMM,0.784749,1
2,GMM,0.749785,1
2,GMM,-0.611568,0
2,GMM,0.250337,0
2,GMM,0.865878,1
2,GMM,0.832931,1
2,GMM,-0.442337,0
2,GMM,0.857743,1
2,GMM,0.066623,0
2,GMM,0.865878,1
2,GMM,0.806025,1
2,GMM,0.836178,1
2,GMM,0.813317,1
2,GMM,0.366747,0
2,GMM,0.80454,1
2,GMM,0.350482,0
2,GMM,0.255742,0
2,GMM,0.79233,1
2,GMM,-0.738564,0
2,GMM,0.334228,0
2,GMM,0.396419,0
2,GMM,0.783086,1
2,GMM,0.801278,1
2,GMM,0.838257,1
2,GMM,0.806896,1
2,GMM,0.23686,0
2,GMM,-0.570086,0
2,GMM,0.789584,1
2,GMM,0.255532,0
2,GMM,0.815458,1
2,GMM,0.823281,1
2,GMM,0.293293,0
2,GMM,-0.498583,0
2,GMM,0.827346,1
2,GMM,0.642898,1
2,GMM,0.245377,0
2,GMM,0.289338,0
2,GMM,0.176781,0
2,GMM,0.790178,1
2,GMM,0.778904,1
2,GMM,-0.035427,0
2,GMM,0.848409,1
2,GMM,0.2409,0
2,GMM,0.183915,0
2,GMM,0.830846,1
2,GMM,0.809543,1
2,GMM,-0.635872,0
2,GMM,0.809543,1
2,GMM,0.74993,1
2,GMM,0.838257,1
2,GMM,-0.127688,0
2,GMM,0.848161,1
2,GMM,0.328686,0
2,GMM,-0.748305,0
2,GMM,0.339683,0
2,GMM,0.848409,1
2,GMM,0.809087,1
2,GMM,0.799844,1
2,GMM,0.344976,0
2,GMM,0.287261,0
2,GMM,0.829704,1
2,GMM,0.832902,1
2,GMM,0.237196,0
2,GMM,0.785325,1
2,GMM,0.794716,1
2,GMM,0.823281,1
2,GMM,0.841456,1
2,GMM,0.865878,1
2,GMM,0.780585,1
2,GMM,0.838257,1
2,GMM,0.814822,1
2,GMM,0.845658,1
2,GMM,0.249782,0
2,GMM,0.79279,1
2,GMM,0.857743,1
2,GMM,-0.487364,0
2,GMM,0.276812,0
2,GMM,-0.743207,0
2,GMM,-0.495401,0
2,GMM,0.829887,1
2,GMM,0.774968,1
2,GMM,0.778211,1
2,GMM,0.813317,1
2,GMM,0.364378,0
2,GMM,0.698893,1
2,GMM,0.815916,1
2,GMM,0.159148,0
2,GMM,-0.026128,0
2,GMM,0.301539,0
2,GMM,0.267133,0
2,GMM,-0.01989,0
2,GMM,0.627045,1
2,GMM,0.816878,1
2,GMM,0.28701,0
2,GMM,0.865878,1
2,GMM,0.784775,1
2,GMM,0.829887,1
2,GMM,0.095669,0
2,GMM,0.829887,1
2,GMM,0.826082,1
2,GMM,0.333552,0
2,GMM,0.362546,0
2,GMM,0.286316,0
2,GMM,0.830987,1
2,GMM,0.239322,0
2,GMM,0.865878,1
2,GMM,0.371765,0
2,GMM,0.80842,1
2,GMM,0.387381,0
2,GMM,0.79233,1
2,GMM,0.337815,0
2,GMM,0.756301,1
2,GMM,0.362675,0
2,GMM,0.833727,1
2,GMM,0.799844,1
2,GMM,0.790225,1
2,GMM,0.334697,0
2,GMM,0.848409,1
2,GMM,0.847858,1
2,GMM,-0.756949,0
2,GMM,0.836346,1
2,GMM,-0.282006,0
2,GMM,-0.624663,0
2,GMM,0.305475,0
2,GMM,0.117133,0
2,GMM,0.818258,1
2,GMM,-0.183322,0
2,GMM,0.712272,1
2,GMM,0.820282,1
2,GMM,0.28939,0
2,GMM,0.829887,1
2,GMM,0.790968,1
2,GMM,0.835416,1
2,GMM,-0.032236,0
2,GMM,-0.699908,0
2,GMM,-0.617812,0
2,GMM,0.823281,1
2,GMM,0.847858,1
2,GMM,0.245101,0
2,GMM,0.834169,1
2,GMM,-0.710478,0
2,GMM,0.832931,1
2,GMM,0.784669,1
2,GMM,0.833004,1
2,GMM,0.829887,1
2,GMM,0.845658,1
2,GMM,0.846843,1
2,GMM,-0.798505,0
2,GMM,-0.270892,0
2,GMM,0.124593,0
2,GMM,0.808279,1
2,GMM,0.79233,1
2,GMM,0.179658,0
2,GMM,-0.35744,0
2,GMM,-0.151762,0
2,GMM,0.849168,1
2,GMM,0.784669,1
2,GMM,0.835416,1
2,GMM,0.16551,0
2,GMM,0.818329,1
2,GMM,0.807021,1
2,GMM,0.743238,1
2,GMM,0.857743,1
2,GMM,0.845658,1
2,GMM,0.809543,1
2,GMM,0.348043,0
2,GMM,0.749527,1
2,GMM,0.024964,0
2,GMM,0.302451,0
2,GMM,0.338476,0
2,GMM,0.373153,0
2,GMM,0.847858,1
2,GMM,0.163109,0
2,GMM,0.381759,0
2,GMM,0.783086,1
2,GMM,0.331309,0
2,GMM,0.813516,1
2,GMM,0.296748,0
2,GMM,0.847858,1
2,GMM,0.091532,0
2,GMM,0.379225,0
2,GMM,0.115879,0
2,GMM,-0.372662,0
2,GMM,0.816446,1
2,GMM,0.829704,1
2,GMM,0.811854,1
2,GMM,0.809087,1
2,GMM,-0.262185,0
2,GMM,0.841456,1
2,GMM,0.749396,1
2,GMM,0.312756,0
2,GMM,-0.066793,0
2,GMM,-0.038109,0
2,GMM,-0.407675,0
2,GMM,0.3788,0
2,GMM,0.838257,1
2,GMM,0.847858,1
2,GMM,0.368415,0
2,GMM,0.790075,1
2,GMM,0.743817,1
2,GMM,0.821271,1
2,GMM,0.848161,1
2,GMM,0.81053,1
2,GMM,0.829704,1
2,GMM,0.857743,1
2,GMM,0.809543,1
2,GMM,0.755706,1
2,GMM,0.829704,1
2,GMM,0.214253,0
2,GMM,0.377147,0
2,GMM,0.279848,0
2,GMM,0.022748,0
2,GMM,-0.018217,0
2,GMM,0.829704,1
2,GMM,0.756301,1
2,GMM,0.865878,1
2,GMM,-0.214075,0
2,GMM,0.819184,1
2,GMM,-0.69595,0
2,GMM,0.848409,1
2,GMM,0.807206,1
2,GMM,0.696765,1
2,GMM,0.845658,1
2,GMM,0.834282,1
2,GMM,0.820282,1
2,GMM,0.848161,1
2,GMM,0.845658,1
2,GMM,0.782354,1
2,GMM,0.052046,0
2,GMM,0.857743,1
2,GMM,0.359148,0
2,GMM,0.208817,0
2,GMM,0.822649,1
2,GMM,0.744874,1
2,GMM,0.774968,1
2,GMM,0.794612,1
2,GMM,0.811854,1
2,GMM,0.865878,1
2,GMM,0.243586,0
2,GMM,0.386301,0
2,GMM,0.745139,1
2,GMM,0.848409,1
2,GMM,0.704989,1
2,GMM,-0.687103,0
2,GMM,0.834169,1
2,GMM,0.320536,0
2,GMM,0.848161,1
2,GMM,0.698893,1
2,GMM,0.865878,1
2,GMM,-0.240426,0
2,GMM,-0.454875,0
2,GMM,0.865878,1
2,GMM,0.818258,1
2,GMM,0.175307,0
3,Kmeans,0.764857,1
3,Kmeans,0.782709,1
3,Kmeans,0.138736,0
3,Kmeans,0.250399,0
3,Kmeans,0.081756,2
3,Kmeans,0.785948,1
3,Kmeans,0.351582,0
3,Kmeans,0.143564,2
3,Kmeans,0.78926,1
3,Kmeans,0.788649,1
3,Kmeans,0.795281,1
3,Kmeans,0.817282,1
3,Kmeans,0.195842,2
3,Kmeans,0.342979,0
3,Kmeans,0.342799,0
3,Kmeans,0.790223,1
3,Kmeans,0.71325,1
3,Kmeans,0.15127,0
3,Kmeans,0.777531,1
3,Kmeans,0.210383,0
3,Kmeans,0.74968,1
3,Kmeans,0.600188,1
3,Kmeans,0.245153,2
3,Kmeans,0.755222,1
3,Kmeans,0.119167,2
3,Kmeans,0.791033,1
3,Kmeans,0.381828,1
3,Kmeans,0.7363,1
3,Kmeans,0.764857,1
3,Kmeans,0.7363,1
3,Kmeans,0.805152,1
3,Kmeans,0.824166,1
3,Kmeans,0.305925,1
3,Kmeans,0.759503,1
3,Kmeans,0.242798,0
3,Kmeans,0.630416,1
3,Kmeans,0.745107,1
3,Kmeans,0.12134,0
3,Kmeans,0.785948,1
3,Kmeans,0.746097,1
3,Kmeans,0.664954,1
3,Kmeans,0.231591,0
3,Kmeans,0.802671,1
3,Kmeans,0.790853,1
3,Kmeans,0.008052,0
3,Kmeans,0.063785,0
3,Kmeans,0.1251,2
3,Kmeans,0.514696,1
3,Kmeans,0.785948,1
3,Kmeans,0.269588,0
3,Kmeans,0.786561,1
3,Kmeans,0.751404,1
3,Kmeans,0.791033,1
3,Kmeans,-0.04925,0
3,Kmeans,0.350731,0
3,Kmeans,0.417504,1
3,Kmeans,0.785948,1
3,Kmeans,0.617393,1
3,Kmeans,0.159579,0
3,Kmeans,0.207158,0
3,Kmeans,0.824166,1
3,Kmeans,0.785948,1
3,Kmeans,0.606102,1
3,Kmeans,0.754821,1
3,Kmeans,0.805488,1
3,Kmeans,0.099926,2
3,Kmeans,0.649017,1
3,Kmeans,0.69288,1
3,Kmeans,0.130455,2
3,Kmeans,0.690815,1
3,Kmeans,0.239091,0
3,Kmeans,0.805488,1
3,Kmeans,0.305353,2
3,Kmeans,0.196581,0
3,Kmeans,0.085729,0
3,Kmeans,0.752049,1
3,Kmeans,0.062896,2
3,Kmeans,0.745768,1
3,Kmeans,0.80688,1
3,Kmeans,0.364655,0
3,Kmeans,0.374205,0
3,Kmeans,0.63446,1
3,Kmeans,0.138433,0
3,Kmeans,0.796875,1
3,Kmeans,0.824166,1
3,Kmeans,0.234316,2
3,Kmeans,0.769815,1
3,Kmeans,0.707668,1
3,Kmeans,0.742696,1
3,Kmeans,0.709817,1
3,Kmeans,0.559043,1
3,Kmeans,0.215077,0
3,Kmeans,0.824166,1
3,Kmeans,0.78926,1
3,Kmeans,0.365021,1
3,Kmeans,0.817282,1
3,Kmeans,0.238142,0
3,Kmeans,0.824166,1
3,Kmeans,0.766065,1
3,Kmeans,0.794756,1
3,Kmeans,0.773967,1
3,Kmeans,0.326616,2
3,Kmeans,0.768411,1
3,Kmeans,0.306915,2
3,Kmeans,0.170732,2
3,Kmeans,0.752049,1
3,Kmeans,0.695692,1
3,Kmeans,0.251761,2
3,Kmeans,0.157802,2
3,Kmeans,0.742691,1
3,Kmeans,0.762151,1
3,Kmeans,0.796875,1
3,Kmeans,0.767111,1
3,Kmeans,0.075079,0
3,Kmeans,0.487367,1
3,Kmeans,0.74968,1
3,Kmeans,0.180421,2
3,Kmeans,0.773631,1
3,Kmeans,0.785948,1
3,Kmeans,0.022279,2
3,Kmeans,0.421529,1
3,Kmeans,0.788047,1
3,Kmeans,0.589869,1
3,Kmeans,0.040351,2
3,Kmeans,0.230657,2
3,Kmeans,0.321747,0
3,Kmeans,0.747461,1
3,Kmeans,0.74016,1
3,Kmeans,0.143006,0
3,Kmeans,0.808498,1
3,Kmeans,0.267562,0
3,Kmeans,0.333947,0
3,Kmeans,0.791221,1
3,Kmeans,0.769815,1
3,Kmeans,0.594538,1
3,Kmeans,0.769815,1
3,Kmeans,0.700884,1
3,Kmeans,0.796875,1
3,Kmeans,0.030978,0
3,Kmeans,0.805488,1
3,Kmeans,0.207704,2
3,Kmeans,0.713734,1
3,Kmeans,0.124615,2
3,Kmeans,0.808498,1
3,Kmeans,0.764857,1
3,Kmeans,0.754007,1
3,Kmeans,0.364581,2
3,Kmeans,0.319316,0
3,Kmeans,0.788649,1
3,Kmeans,0.792271,1
3,Kmeans,0.097323,0
3,Kmeans,0.746623,1
3,Kmeans,0.748876,1
3,Kmeans,0.785948,1
3,Kmeans,0.799331,1
3,Kmeans,0.824166,1
3,Kmeans,0.736856,1
3,Kmeans,0.796875,1
3,Kmeans,0.77589,1
3,Kmeans,0.80688,1
3,Kmeans,0.289683,2
3,Kmeans,0.753225,1
3,Kmeans,0.817282,1
3,Kmeans,0.427198,1
3,Kmeans,0.255262,0
3,Kmeans,0.707264,1
3,Kmeans,0.404551,1
3,Kmeans,0.791033,1
3,Kmeans,0.742271,1
3,Kmeans,0.741424,1
3,Kmeans,0.773967,1
3,Kmeans,0.20535,2
3,Kmeans,0.656155,1
3,Kmeans,0.778564,1
3,Kmeans,0.063699,0
3,Kmeans,0.181426,0
3,Kmeans,0.297717,2
3,Kmeans,0.145361,0
3,Kmeans,0.207945,0
3,Kmeans,0.575248,1
3,Kmeans,0.775901,1
3,Kmeans,0.111824,0
3,Kmeans,0.824166,1
3,Kmeans,0.747705,1
3,Kmeans,0.791033,1
3,Kmeans,0.312143,0
3,Kmeans,0.791033,1
3,Kmeans,0.782709,1
3,Kmeans,0.085433,0
3,Kmeans,0.06297,0
3,Kmeans,-0.023694,2
3,Kmeans,0.787895,1
3,Kmeans,0.207035,0
3,Kmeans,0.824166,1
3,Kmeans,0.04314,2
3,Kmeans,0.767906,1
3,Kmeans,0.28444,2
3,Kmeans,0.752049,1
3,Kmeans,0.14043,0
3,Kmeans,0.707668,1
3,Kmeans,0.194103,2
3,Kmeans,0.791076,1
3,Kmeans,0.754007,1
3,Kmeans,0.746097,1
3,Kmeans,0.198543,2
3,Kmeans,0.808498,1
3,Kmeans,0.805152,1
3,Kmeans,0.717799,1
3,Kmeans,0.795479,1
3,Kmeans,-0.153239,0
3,Kmeans,0.5802,1
3,Kmeans,0.079209,0
3,Kmeans,0.277143,0
3,Kmeans,0.778678,1
3,Kmeans,-0.127322,0
3,Kmeans,0.671036,1
3,Kmeans,0.776773,1
3,Kmeans,0.196271,0
3,Kmeans,0.791033,1
3,Kmeans,0.755584,1
3,Kmeans,0.792257,1
3,Kmeans,0.180641,0
3,Kmeans,0.654822,1
3,Kmeans,0.564002,1
3,Kmeans,0.785948,1
3,Kmeans,0.805152,1
3,Kmeans,0.216688,0
3,Kmeans,0.790223,1
3,Kmeans,0.665943,1
3,Kmeans,0.78926,1
3,Kmeans,0.745768,1
3,Kmeans,0.795281,1
3,Kmeans,0.791033,1
3,Kmeans,0.80688,1
3,Kmeans,0.806165,1
3,Kmeans,0.76115,1
3,Kmeans,-0.140833,0
3,Kmeans,0.226105,0
3,Kmeans,0.769676,1
3,Kmeans,0.752049,1
3,Kmeans,0.152827,2
3,Kmeans,0.337785,1
3,Kmeans,-0.002763,0
3,Kmeans,0.806906,1
3,Kmeans,0.745768,1
3,Kmeans,0.792257,1
3,Kmeans,0.257515,0
3,Kmeans,0.776269,1
3,Kmeans,0.764232,1
3,Kmeans,0.697855,1
3,Kmeans,0.817282,1
3,Kmeans,0.80688,1
3,Kmeans,0.769815,1
3,Kmeans,0.144712,2
3,Kmeans,0.704045,1
3,Kmeans,0.229333,0
3,Kmeans,0.089918,0
3,Kmeans,0.177963,0
3,Kmeans,-0.000945,2
3,Kmeans,0.805152,1
3,Kmeans,0.351694,0
3,Kmeans,0.122401,2
3,Kmeans,0.742691,1
3,Kmeans,0.125796,2
3,Kmeans,0.769045,1
3,Kmeans,0.15853,2
3,Kmeans,0.805152,1
3,Kmeans,0.243114,0
3,Kmeans,0.249494,2
3,Kmeans,0.301011,0
3,Kmeans,0.258185,1
3,Kmeans,0.779789,1
3,Kmeans,0.788649,1
3,Kmeans,0.773863,1
3,Kmeans,0.764857,1
3,Kmeans,-0.131803,0
3,Kmeans,0.799331,1
3,Kmeans,0.707779,1
3,Kmeans,0.280352,2
3,Kmeans,0.052217,0
3,Kmeans,-0.004367,0
3,Kmeans,0.325336,1
3,Kmeans,0.210033,2
3,Kmeans,0.796875,1
3,Kmeans,0.805152,1
3,Kmeans,0.316682,2
3,Kmeans,0.744623,1
3,Kmeans,0.702469,1
3,Kmeans,0.779077,1
